collateralAmount,collateralReserve,pool,principalAmount,principalReserve,timestamp,user,type,priceUSDTCollateral,reservePriceETHPrincipal,reservePriceUSDPrincipal,reservePriceETHCollateral,reservePriceUSDCollateral,amountUSDPincipal,amountUSDCollateral,liquidator,amountETHPincipal,amountETHCollateral,amountUSDPrincipal,principalCollateralStability,principalStability,collateralStability
659349097434979554760,UNI,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,14393811574709396504406,DAI,1614055319,0xbe3c7637815db18f5d471a3a0d4f937ae83dad0e,liquidation,608792985104096.0,609650000000000.0,1.001407727941802,1.463975e+16,24.047172615658155,1.4414074145452149e+22,1.585548155999736e+22,,,,,,,
20060940207858409930250,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,601557300140,USDC,1619143917,0xa46b588bca36b31ebe877f0cb704eab58b067b3d,liquidation,430600000000000.0,442451891940255.0,1.0275241336280887,1.459434e+16,33.893032977241056,618114643654.0056,6.799261080194061e+23,,,,,,,
13830442874060802273009,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,210058147004,USDT,1624354628,0xd66ba9b7d332ed5f399ca907bab7686292b14cdf,liquidation,534056988119560.0,534056988119560.0,1.0,8922441932952574.0,16.706909808200276,210058147004.0,2.3106396170440005e+23,,,,,,,
994910847707340613309,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,30949943331990542707479,TUSD,1618717027,0x3aecf3d64394aed6ba33fed2f961da5c787cf8d5,liquidation,473190000000000.0,484817188557859.0,1.0245719236625013,1.659e+16,35.059912508717424,3.1710442976902954e+22,3.4881487274593248e+22,,,,,,,
26916846297,USDC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,17919929504476346000000,CRV,1610848872,0x027fca5dce8baa10e93ca93d0f2150e7ca4d4107,liquidation,807340000000000.0,779000000000000.0,0.9648970693883618,803894878244591.0,0.9957327498260844,1.7290887462515265e+22,26801985379.957867,,,,,,,
17832223246250776358,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,30056865311,USDC,1624365992,0x837bc9167a0f7a01511d786af4ad5b020cb1169d,liquidation,557023300977355.0,565031302586259.0,1.0143764212284352,,,30488975467.51728,,,,,,,,
12596069244154314755,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,343026926,USDC,1622597309,0x25be6782ab2df743e8cccc9ed2119a2dea1c84d4,liquidation,387586187207202.0,389467848681899.0,1.0048548207774264,1.1666953551267972e+16,30.10157207958205,344692260.2475615,3.791614862723177e+20,,,,,,,
541370647,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,183545471095708659307216,BUSD,1621428454,0xa9438f98df857b49afe08f467bc602a345c2995d,liquidation,394730941895496.0,394390000000000.0,0.9991362676210312,1.470847164e+19,37262.01845077053,1.833869369293102e+23,20172563037219.58,,,,,,,
127220503093374969,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,231982967122580084148,DAI,1624514941,0xf68fc6379d4582619c3ad51f54ef81ad0dc7f981,liquidation,518860671108142.0,522290000000000.0,1.0066093444402595,,,2.3351622245656664e+20,,,,,,,,
4471504834089117220887,REN,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,193461,GUSD,1621620582,0xe7886c76f5abea99ffcd6d5279c3f38a3aa3fcdc,liquidation,404520000000000.0,444036031901818.0,1.0976862254074409,192401459124626.0,0.4756290396633689,212359.4748535489,2.1267775500879187e+21,,,,,,,
1144532664600622159,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2474414219,USDC,1623464589,0x3b53b394bf799db137df22c2b88245e1220a815c,liquidation,437419965181305.0,440520871878909.0,1.0070890835911404,,,2491955548.237597,,,,,,,,
166348411615755667978,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,3888515474,USDC,1614102310,0x354c7682ffe97fb6a0fa6e13e2cf07cf92f054bb,liquidation,641090000000000.0,642805000000000.0,1.0026751314168056,1.6528639386963688e+16,25.78208892193559,3898917763.909232,4.2888095403001554e+21,,,,,,,
471703914255790365296,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,7014994165,USDT,1621786977,0x639090cdd215010fe54c36a49bbd1604f034e1d4,liquidation,548759886817011.0,548759886817011.0,1.0,8977034144583954.0,16.358765209049306,7014994165.0,7.716493581500001e+21,,,,,,,
227044522041512485,AAVE,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2486582782018890620,UNI,1615198002,0xd97140bd6649089ff75d45a4fd5fa98dba43b9dd,liquidation,596814983240475.0,1.9490075134746668e+16,32.6568127176082,2.348e+17,393.4217581554783,8.120386821922008e+19,8.932425504114208e+19,,,,,,,
55629035,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,17791145953229403000000,DAI,1610335165,0xc65ee4f20226ff0f7aa546a368036e640c57d3be,liquidation,852460000000000.0,873835621770697.0,1.0250752196826796,3.082079235982108e+19,36155.118550807165,1.8237262846413249e+22,2011274355292.001,,,,,,,
5839074520786500000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,5478840742,USDT,1610374786,0x0e6c9bad29314e8676c18721f450cba2e0e9ffc3,liquidation,1015000000000000.0,1015000000000000.0,1.0,,,5478840742.0,,,,,,,,
303705818777145047231,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,4830311313,USDC,1611275344,0x354c7682ffe97fb6a0fa6e13e2cf07cf92f054bb,liquidation,925500000000000.0,942229873038120.0,1.0180765781070988,1.648434e+16,17.811280388978933,4917626812.731048,5.409389494004153e+21,,,,,,,
40837265,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,19928668203592251178350,SUSD,1618718197,0x6d5245246c4c1f916e6db62f31757692186c4a55,liquidation,470200000000000.0,474361807876125.0,1.008851143930508,2.546384734e+19,54155.35376435559,2.010505971420559e+22,2211556532843.737,,,,,,,
526105643488202896392,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1179910741715,USDC,1621433350,0xa1175a219dac539f2291377f77afd786d20e5882,liquidation,418859474726883.0,424653303071051.0,1.0138323917536922,,,1196231729328.7915,,,,,,,,
61963801883034891885,MKR,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,113414480834,USDC,1621774074,0x617b2bda596441ca2428c4bcb6e28ac28b9acdb0,liquidation,511000000000000.0,513885215051159.0,1.005646213407356,1.03463999e+18,2024.7357925636009,114054843196.27324,1.254603275159006e+23,,,,,,,
67363700428717202547,AAVE,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,23739989179,USDC,1621608117,0x57adad5729e839acd4019fc9e79c2685a42ed489,liquidation,409315000000000.0,401274504454078.0,0.9803562157606684,1.5555674e+17,380.04163052905466,23273645953.72366,2.5601010549400466e+22,,,,,,,
2764887232846238010101,ENJ,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2844514955,USDT,1625795036,0x32cddc0fd91fd496516f2091ced622095f189451,liquidation,548683532492114.0,484840000000000.0,1.0,484840000000000.0,0.8836423389596961,2844514955.0,2.443171421392052e+21,,,,,,,
3444714993605695762908,REN,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1136213688,USDC,1621812352,0x9a8599e32a5bc5f0f174f3ab0fa5a60b496b0d22,liquidation,476627170705620.0,476150000000000.0,0.9989988596224728,172760000000000.0,0.3624635996815675,1135076178.599444,1.2485837964593883e+21,,,,,,,
1122006987270198482,AAVE,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,191064112,USDT,1624672026,0x221421411f3b209bbae7e1845e51b3e4ecfde190,liquidation,549871209003254.0,549871209003254.0,1.0,1.03e+17,187.31659034614137,191064112.0,2.1017052320000003e+20,,,,,,,
228907035,USDC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,218006700,USDC,1624687566,0xf4bab0e3c828e977eb5f2cffb6a50e36d39833af,liquidation,544150000000000.0,541273310074838.0,0.9947134247447176,541273310074838.0,0.9947134247447176,216854191.1742942,227696900.7330089,,,,,,,
21691364,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,648892,GUSD,1624257619,0xd3342ba6c82d278df4ed1b967786f0537c1f8aa6,liquidation,492217063547622.0,444036031901818.0,0.9021142597159424,1.632745055716594e+19,33171.24042691027,585374.7262155972,719529450431.6261,,,,,,,
8707133971528948082,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,12152224819582024981009,DAI,1614111120,0x11573e51f776160d5fdbf6b2ce2249a754c55062,liquidation,681110207851378.0,682386037736134.0,1.0018731621844,,,1.2174987907570392e+22,,,,,,,,
1510205573702918410,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2620984254,USDT,1621786949,0x408054d6a13775fd3f916f8aa13df6bccdd0505e,liquidation,548759886817011.0,548759886817011.0,1.0,,,2620984254.0,,,,,,,,
98545351149040307101,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1739428389,USDC,1621804013,0xfcbd268f9683f7117dca46cd413aa4f03c67c810,liquidation,479590852397281.0,483000000000000.0,1.0071084500166716,9378000000000000.0,19.5541677934914,1751793028.760786,1.9269723316368648e+21,,,,,,,
5062885639603462764682,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,41471983349548542978,WETH,1624321637,0x18f93fa526e598769fd909f1d2c82315219d49ed,liquidation,534930000000000.0,,,9010510000000000.0,16.844278690669807,,8.528065669247078e+22,,,,,,,
11620243050678030763,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2393567,GUSD,1621756307,0xe6b9c02245a265b2242025adf7a00c1475894553,liquidation,461450000000000.0,444036031901818.0,0.9622625027669692,,,2303239.771960426,,,,,,,,
2092878134368900834941,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,44793688685,USDT,1621472582,0x52be7693b61af8534b145a8d51ac4db85dd50d57,liquidation,453634086961022.0,453634086961022.0,1.0,1.068e+16,23.54320432917041,44793688685.0,4.92730575535e+22,,,,,,,
35341421015166462870,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,88262478149,USDT,1621606900,0x2c4ef3a24b1f38d848283c65b05b00987ee43fd8,liquidation,381345469907382.0,381345469907382.0,1.0,,,88262478149.0,,,,,,,,
768625339213359573975,REN,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,260725925,USDC,1621817186,0x815865eb8bf8a641d6293723fc72fc110d4f1cf8,liquidation,463906180501817.0,463000000000000.0,0.9980466298145958,172760000000000.0,0.3724028850254202,260216630.75154307,2.862382938266974e+20,,,,,,,
21803568769928063437,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,52428070808,USDC,1621428266,0x4de41a3a55eb23c714938309e0d3172d04903d20,liquidation,387740660639756.0,396072242796298.0,1.0214875121499902,,,53554619616.48745,,,,,,,,
1309677735347256001,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2506549149,USDC,1624257900,0xadc031616771ecb503c65e607c13dde152d459df,liquidation,498055000000000.0,497621253267573.0,0.9991291188073064,,,2504366242.4875736,,,,,,,,
480075357867706981086,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,6757445741911313836550,SUSD,1624365881,0xdb8935b2e0002e7927fb7a109f31e5f7f2e73f70,liquidation,557023300977355.0,565190000000000.0,1.0146613238769646,8751052862654210.0,15.710389219444826,6.856518842514491e+21,7.542170726765941e+21,,,,,,,
18663580275740660115,BAL,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,489112700,USDC,1621748068,0xe86ddfff667054577de1daead0f293ee51e5307b,liquidation,450940000000000.0,448627504440181.0,0.9948718331489356,1.29328e+16,28.679646959684217,486604448.4654254,5.35264893311968e+20,,,,,,,
182048804429633872461,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,3013503894713137482906,DAI,1621782585,0x8d9f5a68c4b03dd15aa154642dc7b72273dd3f68,liquidation,508830000000000.0,510360000000000.0,1.0030068981781737,9292942284222936.0,18.26335374137322,3.022565194084069e+21,3.324821713492476e+21,,,,,,,
153567123659208000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,334280498,USDT,1621706153,0xf27b9723b5a6e92c3271730c3886ccda8c3a3a31,liquidation,437520000000000.0,437520000000000.0,1.0,,,334280497.99999994,,,,,,,,
5708491945696305665,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,12974584597,USDC,1621470803,0x520595abc1af2bb7ed904282e1a73b6d81855a21,liquidation,415100000000000.0,419023742552676.0,1.0094525236152156,,,13097227164.300756,,,,,,,,
4011335208600422119,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,5747740843,USDT,1614294974,0x37aba65fea61ca66cfb421e8a90785c78be31ed1,liquidation,664664491778325.0,664664491778325.0,1.0,,,5747740843.0,,,,,,,,
210398106295714392244,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,5049329865,USDT,1621481797,0xa195ef63396c4f21b03682ce381c4a35f283669f,liquidation,408472754739693.0,408472754739693.0,1.0,1.0783200892083124e+16,26.39882529975573,5049329865.0,5.554262851500001e+21,,,,,,,
19315018444167243473138,REN,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,565529612023117028490,SNX,1621344266,0x97e70abaf55b2a6c5d458f6547d40fb0a0adb51d,liquidation,295830000000000.0,6861820696935211.0,23.19514821666231,221000000000000.0,0.747050670993476,1.3117543171787732e+22,1.4429297488966506e+22,,,,,,,
220438926604516321,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,475950859,USDT,1621849241,0xf68fc6379d4582619c3ad51f54ef81ad0dc7f981,liquidation,441099812914602.0,441099812914602.0,1.0,,,475950859.0,,,,,,,,
9496868964280178553,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,16911506416,USDC,1621786334,0xb3b131bf5892054978c6d19ba87af464ba6a0d79,liquidation,531189500238987.0,534821492914500.0,1.0068374707592656,,,17027138346.614532,,,,,,,,
607912349456220776917,AAVE,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,213540944455,USDT,1621471226,0xfbbe3aab8987460e32e399fb0880e692405d38bb,liquidation,429850831561374.0,429850831561374.0,1.0,1.6609274e+17,386.3962281908144,213540944455.0,2.348950389005e+23,,,,,,,
1053410325346383761,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1765249315,USDT,1624693094,0xf18f2fea2566fc96767cc38b715638ded5a6a120,liquidation,568332144573764.0,568332144573764.0,1.0,,,1765249315.0,,,,,,,,
28972024128185677328,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,60522930317186679050610,DAI,1625730140,0x5daf04975aa44545b5aecfd66be15f4cc6ed8406,liquidation,453600000000000.0,455900000000000.0,1.0050705467372134,,,6.082981466403309e+22,,,,,,,,
60403104656648199444288,ENJ,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,41186621931625329665691,DAI,1621788226,0x8d30e4b4c8d461d99ee3fd67b3f7f0ddaf9d3dd6,liquidation,428100000000000.0,570762762071789.0,1.0069315938028696,566833701101973.0,1.3240684445269166,4.147211086496771e+22,7.997784482732473e+22,,,,,,,
2735208233896065289,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,6936571930441916755043,DAI,1622785101,0xa8452254a3e70c480642317f59d583692ee5bd8c,liquidation,373210000000000.0,375540000000000.0,1.006243133892447,,,6.979877877758253e+21,,,,,,,,
12919319094823126112326,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,277222501034,USDC,1621429823,0x02f5d9c2b5376f8b9150cf148aa88a5fdd5dcc50,liquidation,449821338969602.0,461020000000000.0,1.0248957976427944,1.0881814137224764e+16,24.19141377808253,284124176321.7718,3.1253659395394894e+23,,,,,,,
127849878380084057,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,233130615047987493825,DAI,1624514316,0x0dcdb1c89f5d95bd8e03532165329958eef71965,liquidation,524297486035481.0,522290000000000.0,0.9961710935319168,,,2.3223797972812205e+20,,,,,,,,
7333546160763721741,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,139310971,USDC,1623498397,0xcae3173590ce4e7d71207bdfda54a851dd6a7de4,liquidation,421540000000000.0,418151454574777.0,0.9919615091682332,8737709189163794.0,20.72806658718934,138191121.03685194,1.5201023314053716e+20,,,,,,,
96650913729500194907,UNI,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2000000000000000000000,DAI,1614379716,0x4396a292512aa418087645b56a3a76333bd10e28,liquidation,694300000000000.0,698742174030773.0,1.0063980614010846,1.5905e+16,22.90796485669019,2.012796122802169e+21,2.2140757350823855e+21,,,,,,,
302241970928588986,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,654228157,USDC,1621849241,0x9c03ee6be97c34b5ecfe4c67651d03dd13952698,liquidation,441099812914602.0,439983349910245.0,0.9974689107279826,,,652572247.1303656,,,,,,,,
160711511166322160527,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,280942189119,USDC,1626698092,0xc22060a0e86cc0ee5c24407303aec752e2791c3a,liquidation,538649111547030.0,544804546953723.0,1.0114275421136671,,,284152667816.6632,,,,,,,,
131613212457437281695,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,3141866632663184180228,DAI,1621611738,0x72b72504fe94596b89f223ff3976bc23a668e14c,liquidation,405996259281982.0,406247848255757.0,1.0006196829848135,1.066773e+16,26.275439135489176,3.143813593956e+21,3.458194953351599e+21,,,,,,,
1509104342288213400894,ENJ,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2678165199,USDT,1619387330,0xf75d04b75fdd4f6e7cacb60dc6cef401a82fc2b5,liquidation,892030000000000.0,456950000000000.0,1.0,456950000000000.0,0.5122585563265809,2678165198.9999995,7.730516117267347e+20,,,,,,,
1233155800542194520,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2886296622645541832017,SUSD,1621618144,0x6d5245246c4c1f916e6db62f31757692186c4a55,liquidation,404130000000000.0,406900000000000.0,1.0068542300744812,,,2.906079963760352e+21,,,,,,,,
5110734564805619832,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,5013192326,USDT,1610349762,0xb2e394367537d6e9139212c807674885162ae0c1,liquidation,970911534144048.0,970911534144048.0,1.0,,,5013192326.0,,,,,,,,
9593390,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,3335245872,USDC,1621421550,0x59271be127a6a7a365b03fca416d4371528ee74d,liquidation,349313334320465.0,353407060225392.0,1.0117193519477026,1.351523643e+19,38690.86891942388,3374332792.20609,371176594982.9118,,,,,,,
537382877416146037732,MANA,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,327163433,USDT,1621849241,0xe6d65734bc0daffbf35aba0252d206b3aca6d0d4,liquidation,441099812914602.0,441099812914602.0,1.0,295400000000000.0,0.6696896968695613,327163433.0,3.5987977627971145e+20,,,,,,,
9656877184137027179,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,213605925538417146212,TUSD,1623310837,0x8915364ab84019b039adea7b0ef7597a1b263766,liquidation,395231473729296.0,394997143338876.0,0.9994071059467788,9610881619078860.0,24.31709582334932,2.134792798554326e+20,2.3482720784097585e+20,,,,,,,
208557858779175407,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,563846407,USDT,1621551941,0xd2e6f46ca10f30059230ec4812f17086882314c8,liquidation,352270635592865.0,352270635592865.0,1.0,,,563846407.0,,,,,,,,
41614091195567605651,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,625391594,USDC,1624693315,0xf9e89c3b514fc0c9048a2ba2475739a52e697e0f,liquidation,568332144573764.0,565270000000000.0,0.9946120510638008,9344589916596254.0,16.44212808621705,622022016.0263997,6.842242176290398e+20,,,,,,,
5646737,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2546389439,USDC,1619200647,0xfed02ebbd70fd297fea619062fffa0d0a02a8e9e,liquidation,435020000000000.0,433200000000000.0,0.9958162843087672,2.148861236e+19,49396.837754586,2535736069.5480666,278930951431.8177,,,,,,,
75129294,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,33402162398,USDC,1619144557,0x9259cfa3d12c3db03e7f428500ed8e98c4d9586d,liquidation,443658457659338.0,457800000000000.0,1.0318748399732312,2.238895113e+19,50464.38480654706,34466850979.19613,3791353602660.207,,,,,,,
1755386476590357047,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,30752100,USDC,1624191160,0xcae3173590ce4e7d71207bdfda54a851dd6a7de4,liquidation,481820000000000.0,485197054808440.0,1.007008955229007,9350027132470762.0,19.405643461190405,30967640.092097934,3.4064404101307724e+19,,,,,,,
1032112899044433742261,ENJ,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,888715592,USDT,1621820555,0xb3a7801dcfa4d387183c0d343fc8309617002e8c,liquidation,445150487446325.0,469979131318670.0,1.0,469979131318670.0,1.055775843389004,888715592.0,1.089679866461307e+21,,,,,,,
6825909717982786322,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,11187992368,USDT,1624370466,0x99a2f53247656a91a198bcb7a026c51b8fc7443a,liquidation,581057457339056.0,581057457339056.0,1.0,,,11187992368.0,,,,,,,,
172834734,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,51684774459846284790771,SUSD,1621786353,0xaccf1f9320cba94fba57127e56fcd5d38c27303a,liquidation,531189500238987.0,527172568976081.0,0.9924378564314642,1.734111777e+19,32645.82180596204,5.129392677507353e+22,5642331928044.849,,,,,,,
1075974491973926746702,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,30812839427,USDC,1621427763,0x380344074836fe10c82d07fd923ae31361219f82,liquidation,387740660639756.0,388890000000000.0,1.0029641961158977,1.225037e+16,31.59423615719692,30904174725.94929,3.3994592198544226e+22,,,,,,,
8791947591,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2805476093931,USDC,1621428757,0xe47d5cc33517d5b8433ff249efe094b989989acc,liquidation,407380000000000.0,419037973287532.0,1.0286169504824292,1.470847164e+19,36105.04109185527,2885760264390.662,317433629050492.94,,,,,,,
10528510347909133575719,ENJ,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,3495416049,USDC,1611761587,0x0e6c9bad29314e8676c18721f450cba2e0e9ffc3,liquidation,295980000000000.0,810471472842700.0,1.0017906153687266,809022824140144.0,2.733369903845341,3501674994.697433,2.8778313317299067e+22,,,,,,,
963186845410968155547,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,28296414021,USDT,1619144861,0xa64a417efe53a13d6d68905c0832da56cfc95b41,liquidation,449860000000000.0,449860000000000.0,1.0,1.453754e+16,32.31569821722314,28296414021.0,3.11260554231e+22,,,,,,,
4206265245543157929,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,250102820236475435657,UNI,1613839701,0x7b89cec7b0d77c9140eb28368930f77ffc0c0a3a,liquidation,502700000000000.0,1.601728e+16,31.862502486572502,,,7.968901731683495e+21,,,,,,,,
31960298215021035533,AAVE,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,11921690681,USDC,1612714413,0x0569a5472eaa98a5753fe717aaf625f2bfbfba5a,liquidation,653181377707226.0,653256813646166.0,1.0001154900331126,2.680425e+17,410.3645773565579,11923067517.451508,1.311537426919666e+22,,,,,,,
8728055308998029777,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,12109137710997321768865,TUSD,1614111094,0x088a309f9004320b978c96c1387f9704d7b6250d,liquidation,681110207851378.0,686459583333333.0,1.0078539059028788,,,1.2204241739144495e+22,,,,,,,,
12516506161058087,YFI,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,398770352,USDC,1623448957,0x1b3be978712e587eb8f0d3271bce663cd4d7586b,liquidation,423873378550167.0,426873469746793.0,1.0070778004669405,1.564e+19,36897.81144901259,401592768.9835876,4.6183168433112574e+20,,,,,,,
2805160173222666256,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,6193749909826284080948,DAI,1621654950,0xa0866b21be24070945b0ab73cfe9377fd8eb1ca9,liquidation,426664147756281.0,431335000000000.0,1.0109473745761903,,,6.261555210120397e+21,,,,,,,,
66892918098040162573,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1168258586,USDT,1624191760,0x354c7682ffe97fb6a0fa6e13e2cf07cf92f054bb,liquidation,486700000000000.0,486700000000000.0,1.0,9350027132470762.0,19.211068692152782,1168258585.9999998,1.2850844445999998e+21,,,,,,,
127260516,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,55169512712,USDC,1619164425,0x5a49c1ae1e64b16e30ffd8c85bd0b403c237977d,liquidation,463100000000000.0,469500000000000.0,1.0138199093068452,2.238895113e+19,48345.82407687324,55931950374.182686,6152514518468.112,,,,,,,
2453985394998468715,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,4113794528651674386432,DAI,1624693117,0x408054d6a13775fd3f916f8aa13df6bccdd0505e,liquidation,568332144573764.0,568120000000000.0,0.9996267243093858,,,4.112258949157947e+21,,,,,,,,
23644046,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,12434906585,USDT,1618715530,0x991eec08688a1a0190a8c29fd15defad2a1bc34f,liquidation,449904670249924.0,449904670249924.0,1.0,2.6027586789976023e+19,57851.33720776356,12434906585.0,1367839678101.873,,,,,,,
56387783447160984000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,121642318796,USDC,1621471833,0x1c2e06a518148b701ca379842ac806e165961599,liquidation,439685000000000.0,441480000000000.0,1.0040824681305935,,,122138919685.81618,,,,,,,,
118894983306457205465,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,148011371569,USDC,1614527304,0xc15753ae3b6099b8a3366b836433d6542645b876,liquidation,758660667055029.0,765031201551524.0,1.008397080240398,,,149254234932.55627,,,,,,,,
16431542386277391389,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,23916886899,USDT,1614068584,0x088a309f9004320b978c96c1387f9704d7b6250d,liquidation,654311242638571.0,654311242638571.0,1.0,,,23916886899.0,,,,,,,,
307724225018171977248,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,975719806860,USDC,1621346759,0x208b82b04449cd51803fae4b1561450ba13d9510,liquidation,299015000000000.0,300363576134258.0,1.0045100618171596,,,980120363505.1656,,,,,,,,
803902094108968273,AAVE,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,138658467387921647139,TUSD,1624688976,0x4396a292512aa418087645b56a3a76333bd10e28,liquidation,544150000000000.0,542876826998440.0,0.9976602536036756,1.03e+17,189.2860424515299,1.3833404173853088e+20,1.5216744591238398e+20,,,,,,,
887589099943633199,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1201550000000000000000,DAI,1614377767,0x801611b066f7ab67fa1badb4c647bf0528a1432c,liquidation,701240000000000.0,703527071139170.0,1.0032614670286493,,,1.2054688157082735e+21,,,,,,,,
379008377414856000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,908556368,USDC,1623129409,0xd543a0be0684f0556786586b83f4c9fd16a4dc35,liquidation,398303042689667.0,397290000000000.0,0.9974566031862924,,,906245548.6285548,,,,,,,,
508291580196941331,YFI,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,23702555937,USDC,1621428313,0xdca51787f58c18fb8f613a27b84b108324ac4c52,liquidation,387740660639756.0,396072242796298.0,1.0214875121499902,2.124e+19,54778.88226876924,24211864895.68211,2.7843644629814927e+22,,,,,,,
